original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Moyer (James A.) and Sampson (C. H.)-Practical trade mathematics. Cr. 8vo. pp. 172, 8s. net (J. WILEY) CHAPMAN & H., Sep. '21",184.0,198.0,,Moyer (James A.) and Sampson (C. H.),Practical trade mathematics.,Cr. 8vo.,"pp. 172, 8s. net (J. WILEY)",CHAPMAN & H.,Sep. '21
"Much (Hans)-Tuberculosis of children: its diagnosis and treatment. Trans. by Dr. Max Rothschild. 8vo. 12s. 6d. net MACMILLAN, June '21",184.0,198.0,,Much (Hans),Tuberculosis of children: its diagnosis and treatment. Trans. by Dr. Max Rothschild.,8vo.,12s. 6d. net,MACMILLAN,June '21
"Mufaddaliyat (The): an anthology of ancient Arabian odes. Compiled by Al-Mufaddal, Son of Muhammed. Edit. by Chas. J. Lyall. 2 vols. Vol. 1, Arabic text; vol. 2, Translation. 4to. 126s. net.. .MILFORD, Nov. '21",184.0,198.0,,,"Mufaddaliyat (The): an anthology of ancient Arabian odes. Compiled by Al-Mufaddal, Son of Muhammed. Edit. by Chas. J. Lyall. 2 vols. Vol. 1, Arabic text; vol. 2, Translation.",4to.,126s. net.. .,MILFORD,Nov. '21
"Muir (Ward) Crossing Piccadilly Circus. Cr. 8vo. 7×4, pp. 319, 7s. net HEINEMANN, Nov. '21",184.0,198.0,,Muir (Ward),Crossing Piccadilly Circus.,Cr. 8vo.,"7×4, pp. 319, 7s. net",HEINEMANN,Nov. '21
"Mukerjee (Radhakamal)-Principles of compara- tive economics. With a pref. by M. Raphael- Georges Lévy. Vol. 1. 8vo. 8×51, pp. 364, 15s. net .P. S. KING, Nov. '21",184.0,198.0,,Mukerjee (Radhakamal),Principles of compara- tive economics. With a pref. by M. Raphael- Georges Lévy. Vol. 1.,8vo.,"8×51, pp. 364, 15s. net .",P. S. KING,Nov. '21
"Mulford (Clarence E.) and Clay (John Wood)- Buck Peters, ranchman. Cheap ed. Cr. 8vo. 7×4, pp. 252, 2s. net HODDER & S., Sep. '21",184.0,198.0,,Mulford (Clarence E.) and Clay (John Wood),"Buck Peters, ranchman. Cheap ed.",Cr. 8vo.,"7×4, pp. 252, 2s. net",HODDER & S.,Sep. '21
"Mulford (Clarence E.) and Clay (John Wood)- Buck Peters, ranchman. Cheap ed. Cr. 8vo. 7×4, pp. 252, 2s. net, HODDER & S., June '21",184.0,198.0,,Mulford (Clarence E.) and Clay (John Wood),"Buck Peters, ranchman. Cheap ed.",Cr. 8vo.,"7×4, pp. 252, 2s. net,",HODDER & S.,June '21
"Mulford (Clarence E.)-Bar-20 days. Ch. ed. Cr. 8vo. 7×4, pp. 251, 2s. net HODDER & S., May '21",184.0,198.0,,Mulford (Clarence E.),Bar-20 days. Ch. ed.,Cr. 8vo.,"7×4, pp. 251, 2s. net",HODDER & S.,May '21
"Mulford (Clarence E.)-Bar-20. Cheap ed. Cr. 8vo. 7×4, pp. 252, 2s. net HODDER & S., Sep. '21",184.0,198.0,,Mulford (Clarence E.),Bar-20. Cheap ed.,Cr. 8vo.,"7×4, pp. 252, 2s. net",HODDER & S.,Sep. '21
"Mulford (Clarence E.)-Johnny Nelson. Cr. 8vo. 7×5, pp. 320, 8s. 6d. net HODDER & S., Apr. '21",184.0,198.0,,Mulford (Clarence E.),Johnny Nelson.,Cr. 8vo.,"7×5, pp. 320, 8s. 6d. net",HODDER & S.,Apr. '21
"Mulford (Clarence E.)-The Bar-20 three. Cr. 8vo. 7×5, pp. 317, 7s. 6d. net HODDER & S., Sep. '21",184.0,198.0,,Mulford (Clarence E.),The Bar-20 three.,Cr. 8vo.,"7×5, pp. 317, 7s. 6d. net",HODDER & S.,Sep. '21
"Mulford (Clarence E.)-The Coming of Cassidy. Ch. ed. Cr. 8vo. 7× 41, pp. 252, 2s. net HODDER & S., May '21",184.0,198.0,,Mulford (Clarence E.),The Coming of Cassidy. Ch. ed.,Cr. 8vo.,"7× 41, pp. 252, 2s. net",HODDER & S.,May '21
"Mulford (Clarence E.)-The Man from Bar-20. Ch. ed. Cr. 8vo. 7×41, pp. 254, 2s. net HODDER & S., Mar. '21",184.0,198.0,,Mulford (Clarence E.),The Man from Bar-20. Ch. ed.,Cr. 8vo.,"7×41, pp. 254, 2s. net",HODDER & S.,Mar. '21
"Mulford (Clarence Edward)-Bar-20: a record of certain happenings in the lives of one Hop- along Cassidy and his companions on the Range. Ch. ed. Cr. 8vo. 7 × 41, pp. 252, 2s. net HODDER & S., Feb. '21",184.0,198.0,,Mulford (Clarence Edward),Bar-20: a record of certain happenings in the lives of one Hop- along Cassidy and his companions on the Range. Ch. ed.,Cr. 8vo.,"7 × 41, pp. 252, 2s. net",HODDER & S.,Feb. '21
"Müller (George)-How God answers prayer: as set forth in the narrative of some of the Lord's dealings. Compiled by A. F. G. Brookes. Cr. 8vo. 7 x 4, pp. 115, 2s. 6d. net (Every Christian's lib.)... PICKERING & I., June, Oct. '21",184.0,198.0,,Müller (George),How God answers prayer: as set forth in the narrative of some of the Lord's dealings. Compiled by A. F. G. Brookes.,Cr. 8vo.,"7 x 4, pp. 115, 2s. 6d. net (Every Christian's lib.)...",PICKERING & I.,"June, Oct. '21"
"Muller (J. P.)-My breathing system. rev. 8×5, pp. 96, bds. 3s. 6d. net ATHLETIC PUBLICATIONS, June '21",184.0,198.0,,Muller (J. P.),My breathing system. rev.,,"8×5, pp. 96, bds. 3s. 6d. net",ATHLETIC PUBLICATIONS,June '21
"Mullin (James)-The Story of a toiler's life. Cr. 8vo. 7×5, pp. 235, 8s. net MAUNSEL, Sep. '21",184.0,198.0,,Mullin (James),The Story of a toiler's life.,Cr. 8vo.,"7×5, pp. 235, 8s. net",MAUNSEL,Sep. '21
"Mullin (Lyle)—In the mesh of a soul and after : a vision in two parts. 5×3, pp. 66, 2s. 6d. net (32, Ashley Rd., N. 19) ELECTRIC PR., June '21",184.0,198.0,,Mullin (Lyle),In the mesh of a soul and after : a vision in two parts.,,"5×3, pp. 66, 2s. 6d. net (32, Ashley Rd., N. 19)",ELECTRIC PR.,June '21
"Mullins (Claud)-London's Story. Cr. 8vo. 3s. net... .BELL, Apr. 21",184.0,198.0,,Mullins (Claud),London's Story.,Cr. 8vo.,3s. net...,.BELL,Apr. 21
"Mullins (Claud)-The Leipzig trials : an account of the war criminals' trials and a study of German mentality. Intro. by Sir Ernest Pollock. 8vo. 9×51, pp. 238, 8s. 6d. net WITHERBY, Dec. '21",184.0,198.0,,Mullins (Claud),The Leipzig trials : an account of the war criminals' trials and a study of German mentality. Intro. by Sir Ernest Pollock.,8vo.,"9×51, pp. 238, 8s. 6d. net",WITHERBY,Dec. '21
"Mumby (Frank A.)—The Fall of Mary Stuart: a narrative in contemporary letters. Illus. 8vo. 9×5, pp. 383, 18s. net.. CONSTABLE, Nov. '21",184.0,198.0,,Mumby (Frank A.),The Fall of Mary Stuart: a narrative in contemporary letters. Illus.,8vo.,"9×5, pp. 383, 18s. net..",CONSTABLE,Nov. '21
"Mumford (A. H.)-God's trial: a poem. 8×51, pp. 61 E. MACDONALD, Apr. '21",184.0,198.0,,Mumford (A. H.),God's trial: a poem.,,"8×51, pp. 61",E. MACDONALD,Apr. '21
"Mundy (Talbot)-Guns of the gods: Cr. 8vo. 7×5, pp. 288, 8s. 6d. net a novel. HUTCHINSON, Nov. '21",184.0,198.0,,Mundy (Talbot),Guns of the gods: a novel.,Cr. 8vo.,"7×5, pp. 288, 8s. 6d. net",HUTCHINSON,Nov. '21
"Mundy (Talbot)-King, of the Khyber Rifles. Ch. ed. Cr. 8vo. 7× 5, pp. 344, 3s. 6d. net CONSTABLE, June '21",184.0,198.0,,Mundy (Talbot),"King, of the Khyber Rifles. Ch. ed.",Cr. 8vo.,"7× 5, pp. 344, 3s. 6d. net",CONSTABLE,June '21
"Mungo (John R.)-Be a man. Cr. 8vo. pp. 56, swd. Is. 3d. net.. WATTS, Sep. '21",184.0,198.0,,Mungo (John R.),Be a man.,Cr. 8vo.,"pp. 56, swd. Is. 3d. net..",WATTS,Sep. '21
"Municipal year book of the United Kingdom, 1921-1922. Founder and director, Robert Donald. 8vo. 9×6, pp. 585, 21s. net net MUNICIPAL JOURNAL,"" June '21",184.0,198.0,,,"Municipal year book of the United Kingdom, 1921-1922. Founder and director, Robert Donald.",8vo.,"9×6, pp. 585, 21s. net net","MUNICIPAL JOURNAL,""",June '21
"Munitions (Ministry of)-Appropriation account, 1919-20, 6d. net; Ordnance Factories: appro- priation account, 1919-20, 2d. net; Accounts of the Ordnance Factories for 1919-20, 3d. net H.M.S.O., May '21",184.0,198.0,,,"Munitions (Ministry of)-Appropriation account, 1919-20, 6d. net; Ordnance Factories: appro- priation account, 1919-20, 2d. net; Accounts of the Ordnance Factories for 1919-20, 3d. net",,,H.M.S.O.,May '21
"Munitions (Ministry of)-Nitrogen Products Ctte. Oxidation of ammonia applied to vitriol chamber plants. Rev. ed. 2s. net H.M.S.O., Mar. '21",184.0,198.0,,,Munitions (Ministry of)-Nitrogen Products Ctte. Oxidation of ammonia applied to vitriol chamber plants. Rev. ed.,,2s. net,H.M.S.O.,Mar. '21
"Munitions (Ministry of)-Petroleum: license as to boring at Weston, Leicester. 3d. net H.M.S.O., Jan. '21",184.0,198.0,,,"Munitions (Ministry of)-Petroleum: license as to boring at Weston, Leicester.",,3d. net,H.M.S.O.,Jan. '21
"Munitions (Ministry of)-Surplus: the official organ of the Surplus Government Property Disposal Board. Ea. 3d. net Munro (H. H.) Reginald in Russia. 6s. net.. H.M.S.O., Jan., &c., '21",184.0,198.0,,,Munitions (Ministry of)-Surplus: the official organ of the Surplus Government Property Disposal Board. Ea. 3d. net Munro (H. H.) Reginald in Russia.,,6s. net..,H.M.S.O.,"Jan., &c., '21"
"Munitions (Ministry of)-Technical records of explosives supply, 1915-1918. No. 1, Denitration of spent acids, 12s. 6d. net; No. 2, Manu- facture of tri-nitro-toluene (T.N.T.), 17s. 6d. net; No. 3, Sulphuric acid concentration, 12s. net H.M.S.O., Apr.-Sep. '21",184.0,198.0,,,"Munitions (Ministry of)-Technical records of explosives supply, 1915-1918. No. 1, Denitration of spent acids, 12s. 6d. net; No. 2, Manu- facture of tri-nitro-toluene (T.N.T.), 17s. 6d. net; No. 3, Sulphuric acid concentration, 12s. net",,,H.M.S.O.,Apr.-Sep. '21
"Munk (J. A.)-Southwest sketches. 8vo. 21s. net PUTNAM, jan. '21",184.0,198.0,,Munk (J. A.),Southwest sketches.,8vo.,21s. net,PUTNAM,jan. '21
"Munro (John) and Jamieson (Andrew)-A Pocket book of electrical rules and tables: for elec tricians and engineers. 32mo. 31×5, pp. 840 7s. 6d. net. .GRIFFIN, Jan. '21",184.0,198.0,,Munro (John) and Jamieson (Andrew),A Pocket book of electrical rules and tables: for elec tricians and engineers.,32mo.,"31×5, pp. 840 7s. 6d. net. .",GRIFFIN,Jan. '21
"Munro's Daily tide tables for all the principal home and foreign ports, 1922. Cr. 8vo. 71×54, pp. 287, swd. Is. 6d. net.. .MUNRO, Nov. '21",184.0,198.0,,,"Munro's Daily tide tables for all the principal home and foreign ports, 1922.",Cr. 8vo.,"71×54, pp. 287, swd. Is. 6d. net.. .",MUNRO,Nov. '21
"Munro's Marine engineers' annual pocket log and diary, 1922. Compiled and arranged by James K. Munro. Cr. 8vo. 71×4, pp. 324, 2s. net MUNRO, Dec. '21",184.0,198.0,,,"Munro's Marine engineers' annual pocket log and diary, 1922. Compiled and arranged by James K. Munro.",Cr. 8vo.,"71×4, pp. 324, 2s. net",MUNRO,Dec. '21
"Murdoch (Alexander)-Ochiltree: its history and reminiscences. 7×5, pp. 296, 7s. 6d. net A. GARDNER, May '21",185.0,199.0,,Murdoch (Alexander),Ochiltree: its history and reminiscences.,,"7×5, pp. 296, 7s. 6d. net",A. GARDNER,May '21
"Murdoch (May)-Held in trust. 7×5, pp. 91, 3s. 6d. net ...STOCKWELL, Nov. '21",185.0,199.0,,Murdoch (May),Held in trust.,,"7×5, pp. 91, 3s. 6d. net ...",STOCKWELL,Nov. '21
"Murke (Franz)-Condensed description of the manufacture of beet sugar. 8vo. 15s. net CHAPMAN & H., May '21",185.0,199.0,,Murke (Franz),Condensed description of the manufacture of beet sugar.,8vo.,15s. net,CHAPMAN & H.,May '21
"Murphy (C. C. R., Lieut-Col.)-Soldiers of the Prophet. 8vo. 8×51, pp. 233, Ios. 6d. net J. HOGG, Nov. '21",185.0,199.0,,"Murphy (C. C. R., Lieut-Col.)",Soldiers of the Prophet.,8vo.,"8×51, pp. 233, Ios. 6d. net",J. HOGG,Nov. '21
